Equity_Ticker,Date,Year,Quarter,Revenue,EBITDA,Total_Liabilities,Cash,Net_Int_Exp
STATEZ CH Equity,2023-12-31,2023,4,212568.1325,38175.0402,567855.1734,195625.6772,9083.4278
STATEZ CH Equity,2024-12-31,2024,4,196237.65,32680.0014,593594.8098,219390.4331,8178.2487
TD CN Equity,2020-03-31,2020,1,14702,,1368627,204925,
TD CN Equity,2020-06-30,2020,2,13803,,1580411,319848,
TD CN Equity,2020-09-30,2020,3,12709,,1604839,326601,
TD CN Equity,2020-12-31,2020,4,13642,,1620366,339756,
TD CN Equity,2021-03-31,2021,1,12392,,1640170,379532,
TD CN Equity,2021-06-30,2021,2,11619,,1574543,349502,
TD CN Equity,2021-09-30,2021,3,12014,,1603186,335514,
TD CN Equity,2021-12-31,2021,4,12118,,1628854,333177,
TD CN Equity,2022-03-31,2022,1,12501,,1676611,338028,
TD CN Equity,2022-06-30,2022,2,12915,,1725864,305328,
TD CN Equity,2022-09-30,2022,3,14663,,1738219,298274,
TD CN Equity,2022-12-31,2022,4,22632,,1806145,306017,
TD CN Equity,2023-03-31,2023,1,22524,,1816440,320730,
TD CN Equity,2023-06-30,2023,2,24276,,1810338,308274,
TD CN Equity,2023-09-30,2023,3,26560,,1774411,290558,
TD CN Equity,2023-12-31,2023,4,28003,,1843068,309402,
TD CN Equity,2024-03-31,2024,1,29039,,1798457,280460,
TD CN Equity,2024-06-30,2024,2,29350,,1854686,299695,
TD CN Equity,2024-09-30,2024,3,30403,,1855605,312314,
TD CN Equity,2024-12-31,2024,4,31348,,1946591,384584,
TMO US Equity,2020-03-31,2020,1,6230,1480,30129,2981,90
TMO US Equity,2020-06-30,2020,2,6917,1965,31718,5818,129
TMO US Equity,2020-09-30,2020,3,8521,3001,32237,7540,135
TMO US Equity,2020-12-31,2020,4,10550,3673,34545,10325,134
TMO US Equity,2021-06-30,2021,2,9906,3670,30873,5583,113
TMO US Equity,2021-09-30,2021,3,9273,2823,30844,7023,111
TMO US Equity,2021-12-31,2021,4,9330,2906,34890,12027,119
TMO US Equity,2021-12-31,2021,4,10702,3221,54146,4477,150
TMO US Equity,2022-06-30,2022,2,11818,3680,51616,2752,118
TMO US Equity,2022-09-30,2022,3,10970,2837,48108,1888,112
TMO US Equity,2022-12-31,2022,4,10677,2548,46809,2919,105
TMO US Equity,2022-12-31,2022,4,11450,2709,53006,8524,119
TMO US Equity,2023-06-30,2023,2,10710,2422,52225,3482,154
TMO US Equity,2023-09-30,2023,3,10687,2433,50190,3133,148
TMO US Equity,2023-09-30,2023,3,10574,2717,51593,6151,113
TMO US Equity,2023-12-31,2023,4,10886,2693,51884,8077,81
TMO US Equity,2024-03-31,2024,1,10345,2499,51472,7250,84
TMO US Equity,2024-06-30,2024,2,10541,2611,50963,8823,59
TMO US Equity,2024-09-30,2024,3,10598,2577,51265,6645,79
TMO US Equity,2024-12-31,2024,4,11395,2757,47650,5570,89
UBSG SW Equity,2020-03-31,2020,1,10339,4161,1039981,245878,
UBSG SW Equity,2020-06-30,2020,2,9417,3379,1006631,250453,
UBSG SW Equity,2020-09-30,2020,3,10336,4003,1005409,244232,
UBSG SW Equity,2020-12-31,2020,4,9499,3541,1066000,247885,
UBSG SW Equity,2021-03-31,2021,1,10142,3802,1049379,259746,
UBSG SW Equity,2021-06-30,2021,2,10375,4098,1027469,260666,
UBSG SW Equity,2021-09-30,2021,3,10595,4353,1028221,265332,
UBSG SW Equity,2021-12-31,2021,4,9986,3072,1056180,283309,
UBSG SW Equity,2022-03-31,2022,1,10648,4017,1080710,294139,
UBSG SW Equity,2022-06-30,2022,2,10437,4188,1056009,270240,
UBSG SW Equity,2022-09-30,2022,3,10470,4589,1055666,247850,
UBSG SW Equity,2022-12-31,2022,4,11396,5434,1047146,252051,
UBSG SW Equity,2023-03-31,2023,1,13005,5834,996028,219094,
UBSG SW Equity,2023-06-30,2023,2,43191,34441,1591145,372517,
UBSG SW Equity,2023-09-30,2023,3,21391,9849,1559125,368589,
UBSG SW Equity,2023-12-31,2023,4,19252,8623,1630768,434245,
UBSG SW Equity,2024-03-31,2024,1,23049,12995,1521354,395320,
UBSG SW Equity,2024-06-30,2024,2,21902,11691,1476758,352323,
UBSG SW Equity,2024-09-30,2024,3,22008,11957,1536352,357081,
UBSG SW Equity,2024-12-31,2024,4,20192,9926,1479454,360533,
UNH US Equity,2020-03-31,2020,1,64421,5719,127463,24445,437
UNH US Equity,2020-06-30,2020,2,62138,9958,124126,25593,430
UNH US Equity,2020-09-30,2020,3,65115,5370,121018,20809,395
UNH US Equity,2020-12-31,2020,4,65467,4249,126750,19781,
UNH US Equity,2021-03-31,2021,1,70196,7497,134589,22917,397
UNH US Equity,2021-06-30,2021,2,71321,6756,136971,22561,410
UNH US Equity,2021-09-30,2021,3,72337,6508,138413,23871,422
UNH US Equity,2021-12-31,2021,4,73743,6312,135727,23907,
UNH US Equity,2022-03-31,2022,1,80149,7738,143591,28396,433
UNH US Equity,2022-06-30,2022,2,80332,7934,149045,27964,467
UNH US Equity,2022-09-30,2022,3,80894,8290,160143,42527,516
UNH US Equity,2022-12-31,2022,4,82787,7873,159358,27911,676
UNH US Equity,2023-03-31,2023,1,91931,9056,193057,46497,754
UNH US Equity,2023-06-30,2023,2,92903,9078,188008,46279,828
UNH US Equity,2023-09-30,2023,3,92361,9533,188083,44097,834
UNH US Equity,2023-12-31,2023,4,94427,8663,174801,29628,830
UNH US Equity,2024-03-31,2024,1,99796,8928,187292,32710,844
UNH US Equity,2024-06-30,2024,2,98855,8895,186822,31323,985
UNH US Equity,2024-09-30,2024,3,100820,9749,194854,37134,1074
UNH US Equity,2024-12-31,2024,4,100807,10214,195687,29113,1003
UOB SP Equity,2020-03-31,2020,1,3701,,388136,84101,
UOB SP Equity,2020-06-30,2020,2,3281,,389308,75991,
UOB SP Equity,2020-09-30,2020,3,2977,,382093,,
UOB SP Equity,2020-12-31,2020,4,2805,,390683,77082,
UOB SP Equity,2021-03-31,2021,1,2487,,399049,,
UOB SP Equity,2021-06-30,2021,2,2416,,404256,75458,
UOB SP Equity,2021-09-30,2021,3,2453,,415818,,
UOB SP Equity,2021-12-31,2021,4,4907,,416462,75474,
UOB SP Equity,2022-03-31,2022,1,2359,,432955,,
UOB SP Equity,2022-06-30,2022,2,2703,,450803,80691,
UOB SP Equity,2022-09-30,2022,3,3183,,468925,,
UOB SP Equity,2022-12-31,2022,4,3782,,460654,84829,
UOB SP Equity,2023-03-31,2023,1,3524,,455948,,
UOB SP Equity,2023-06-30,2023,2,3542,,459633,81282,
UOB SP Equity,2023-09-30,2023,3,3456,,470639,,
UOB SP Equity,2023-12-31,2023,4,4015,,477052,87443,
UOB SP Equity,2024-03-31,2024,1,3523,,467858,,
UOB SP Equity,2024-06-30,2024,2,3476,,469185,71434,
UOB SP Equity,2024-09-30,2024,3,3834,,493289,,
UOB SP Equity,2024-12-31,2024,4,3461,,487707,76009,
WBC AU Equity,2020-03-31,2020,1,16415,,900016,51154,
WBC AU Equity,2020-09-30,2020,3,14350,,843872,55408,
WBC AU Equity,2021-03-31,2021,1,13881,,817358,37794,
WBC AU Equity,2021-09-30,2021,3,12997,,863785,78501,
WBC AU Equity,2022-03-31,2022,1,12277,,894416,109784,
WBC AU Equity,2022-09-30,2022,3,13695,,943689,120311,
WBC AU Equity,2023-03-31,2023,1,21900,,946440,121979,
WBC AU Equity,2023-09-30,2023,3,25537,,957235,118919,
WBC AU Equity,2024-03-31,2024,1,28180,,980101,100578,
WBC AU Equity,2024-09-30,2024,3,29347,,1005492,89886,
WFC US Equity,2020-03-31,2020,1,21132,,1798019,237274,
WFC US Equity,2020-06-30,2020,2,20207,,1788644,341792,
WFC US Equity,2020-09-30,2020,3,20748,,1740188,316074,
WFC US Equity,2020-12-31,2020,4,19684,,1767199,330284,
WFC US Equity,2021-03-31,2021,1,19770,,1771195,366235,
WFC US Equity,2021-06-30,2021,2,21163,,1752869,344322,
WFC US Equity,2021-09-30,2021,3,19759,,1763830,334494,
WFC US Equity,2021-12-31,2021,4,21715,,1757958,300453,
WFC US Equity,2022-03-31,2022,1,18688,,1758020,269659,
WFC US Equity,2022-06-30,2022,2,18398,,1701349,210686,
WFC US Equity,2022-09-30,2022,3,21962,,1699336,221295,
WFC US Equity,2022-12-31,2022,4,24394,,1698807,227193,
WFC US Equity,2023-03-31,2023,1,26749,,1703180,229724,
WFC US Equity,2023-06-30,2023,2,28200,,1694368,221833,
WFC US Equity,2023-09-30,2023,3,29845,,1726888,288327,
WFC US Equity,2023-12-31,2023,4,30546,,1745025,317675,
WFC US Equity,2024-03-31,2024,1,31476,,1776479,338398,
WFC US Equity,2024-06-30,2024,2,31650,,1761925,314282,
WFC US Equity,2024-09-30,2024,3,31674,,1737114,290936,
WFC US Equity,2024-12-31,2024,4,30597,,1748779,308691,
WMT US Equity,2020-03-31,2020,1,141671,8831,154943,9465,528
WMT US Equity,2020-06-30,2020,2,134622,8015,158782,14930,467
WMT US Equity,2020-09-30,2020,3,137742,8830,156185,16906,554
WMT US Equity,2020-12-31,2020,4,134708,8549,163359,14325,430
WMT US Equity,2021-03-31,2021,1,152079,8306,164965,17741,404
WMT US Equity,2021-06-30,2021,2,138310,9570,151989,22846,451
WMT US Equity,2021-09-30,2021,3,141048,9995,151425,22831,400
WMT US Equity,2021-12-31,2021,4,140525,8442,154094,16111,364
WMT US Equity,2022-03-31,2022,1,152871,8593,152969,14760,301
WMT US Equity,2022-06-30,2022,2,141569,7998,160282,11817,336
WMT US Equity,2022-09-30,2022,3,152859,9553,161352,13923,364
WMT US Equity,2022-12-31,2022,4,152813,5450,167273,11587,415
WMT US Equity,2023-03-31,2023,1,164048,8372,159206,8625,418
WMT US Equity,2023-06-30,2023,2,152301,9085,165588,10575,461
WMT US Equity,2023-09-30,2023,3,161632,10221,169562,13888,395
WMT US Equity,2023-12-31,2023,4,160804,9188,173363,12154,427
WMT US Equity,2024-03-31,2024,1,173388,10371,161828,9867,430
WMT US Equity,2024-06-30,2024,2,161508,9969,165764,9405,483
WMT US Equity,2024-09-30,2024,3,169335,11151,163668,8811,443
WMT US Equity,2024-12-31,2024,4,169588,9968,168934,10049,356
XOM US Equity,2020-03-31,2020,1,55134,4786,167061,11412,
XOM US Equity,2020-06-30,2020,2,32277,3265,174342,12576,
XOM US Equity,2020-09-30,2020,3,45425,4116,173431,8832,
XOM US Equity,2020-12-31,2020,4,45738,3189,168620,4364,
XOM US Equity,2021-03-31,2021,1,57552,7259,169669,3515,
XOM US Equity,2021-06-30,2021,2,65943,9714,171733,3465,
XOM US Equity,2021-09-30,2021,3,71892,12916,169182,4768,
XOM US Equity,2021-12-31,2021,4,81305,13951,163240,6802,
XOM US Equity,2022-03-31,2022,1,87734,14861,178245,11074,
XOM US Equity,2022-06-30,2022,2,111265,25162,183266,18861,
XOM US Equity,2022-09-30,2022,3,106512,25715,177109,30407,
XOM US Equity,2022-12-31,2022,4,93164,21848,166594,29640,
XOM US Equity,2023-03-31,2023,1,83644,18286,162957,32651,
XOM US Equity,2023-06-30,2023,2,80795,14028,156251,29528,
XOM US Equity,2023-09-30,2023,3,88570,16093,164726,32944,
XOM US Equity,2023-12-31,2023,4,81688,15981,163779,31539,
XOM US Equity,2024-03-31,2024,1,80411,14730,164866,33320,
XOM US Equity,2024-06-30,2024,2,89986,16649,184441,26460,
XOM US Equity,2024-09-30,2024,3,87792,17267,185516,26926,
XOM US Equity,2024-12-31,2024,4,81058,14327,182869,23029,
